Africa/Johannesburg,Open,High,Low,Close,Volume
2026-07-15T00:00:00+02:00,1.33868,1.33902,1.33861,1.33899,236
2026-07-15T00:15:00+02:00,1.33899,1.33938,1.3389,1.33936,242
2026-07-15T00:30:00+02:00,1.33936,1.3394,1.33911,1.3392,264
2026-07-15T00:45:00+02:00,1.3391600000000001,1.33917,1.3388900000000001,1.33905,185
2026-07-15T01:00:00+02:00,1.33904,1.33931,1.33897,1.33927,223
2026-07-15T01:15:00+02:00,1.33927,1.33937,1.33915,1.33936,183
2026-07-15T01:30:00+02:00,1.33934,1.33959,1.3392,1.33959,252
2026-07-15T01:45:00+02:00,1.33959,1.33963,1.33945,1.33961,220
2026-07-15T02:00:00+02:00,1.33962,1.3397299999999999,1.33939,1.33945,567
2026-07-15T02:15:00+02:00,1.33945,1.33994,1.33944,1.33981,457
2026-07-15T02:30:00+02:00,1.33981,1.33991,1.33939,1.3395299999999999,468
2026-07-15T02:45:00+02:00,1.33951,1.3403800000000001,1.33949,1.34025,534
2026-07-15T03:00:00+02:00,1.34027,1.34047,1.3400400000000001,1.34042,601
2026-07-15T03:15:00+02:00,1.34042,1.34053,1.34005,1.34016,365
2026-07-15T03:30:00+02:00,1.34016,1.34029,1.33982,1.33997,604
2026-07-15T03:45:00+02:00,1.33997,1.34024,1.33988,1.34019,523
2026-07-15T04:00:00+02:00,1.34022,1.34048,1.34003,1.34019,449
2026-07-15T04:15:00+02:00,1.34019,1.34023,1.33993,1.34015,370
2026-07-15T04:30:00+02:00,1.34013,1.34088,1.3400699999999999,1.34076,414
2026-07-15T04:45:00+02:00,1.34076,1.34076,1.34048,1.34054,441
2026-07-15T05:00:00+02:00,1.34057,1.34088,1.34025,1.34027,475
2026-07-15T05:15:00+02:00,1.3403,1.3403,1.3397999999999999,1.34001,454
2026-07-15T05:30:00+02:00,1.33999,1.34019,1.33986,1.33988,394
2026-07-15T05:45:00+02:00,1.33985,1.34045,1.33985,1.34032,372
2026-07-15T06:00:00+02:00,1.34032,1.34046,1.34015,1.34023,366
2026-07-15T06:15:00+02:00,1.34023,1.34046,1.34018,1.3403800000000001,324
2026-07-15T06:30:00+02:00,1.34037,1.34049,1.34022,1.34027,315
2026-07-15T06:45:00+02:00,1.34027,1.34046,1.34017,1.3402,256
2026-07-15T07:00:00+02:00,1.34024,1.34033,1.33999,1.34025,476
2026-07-15T07:15:00+02:00,1.34026,1.34051,1.34021,1.34037,332
2026-07-15T07:30:00+02:00,1.34036,1.34115,1.3403399999999999,1.34113,445
2026-07-15T07:45:00+02:00,1.34116,1.34139,1.34097,1.34097,476
2026-07-15T08:00:00+02:00,1.3409900000000001,1.34169,1.3409900000000001,1.34164,598
2026-07-15T08:15:00+02:00,1.34164,1.34195,1.34155,1.34166,561
2026-07-15T08:30:00+02:00,1.34169,1.34174,1.34104,1.34149,744
2026-07-15T08:45:00+02:00,1.34149,1.34193,1.34101,1.34145,1175
2026-07-15T09:00:00+02:00,1.34142,1.34196,1.34087,1.34154,984
2026-07-15T09:15:00+02:00,1.34152,1.34158,1.34019,1.34077,758
2026-07-15T09:30:00+02:00,1.34077,1.34113,1.34042,1.34055,759
2026-07-15T09:45:00+02:00,1.34055,1.34058,1.3400699999999999,1.3401399999999999,601
2026-07-15T10:00:00+02:00,1.34015,1.34069,1.33954,1.33955,715
2026-07-15T10:15:00+02:00,1.33955,1.33994,1.3394300000000001,1.33992,665
2026-07-15T10:30:00+02:00,1.33993,1.3401,1.33941,1.3395000000000001,584
2026-07-15T10:45:00+02:00,1.3395000000000001,1.33958,1.33904,1.33957,562
2026-07-15T11:00:00+02:00,1.33957,1.33987,1.3392,1.33949,578
2026-07-15T11:15:00+02:00,1.33951,1.33968,1.33925,1.33925,517
2026-07-15T11:30:00+02:00,1.33926,1.33936,1.3388200000000001,1.33914,521
2026-07-15T11:45:00+02:00,1.33914,1.33936,1.3389,1.33898,557
2026-07-15T12:00:00+02:00,1.33899,1.33905,1.33843,1.33854,537
2026-07-15T12:15:00+02:00,1.33854,1.33894,1.33803,1.33819,594
2026-07-15T12:30:00+02:00,1.33818,1.33879,1.33816,1.33873,536
2026-07-15T12:45:00+02:00,1.33873,1.33993,1.33872,1.33992,602
2026-07-15T13:00:00+02:00,1.33992,1.3401399999999999,1.33962,1.33976,601
2026-07-15T13:15:00+02:00,1.3397299999999999,1.33999,1.33951,1.33976,463
2026-07-15T13:30:00+02:00,1.33976,1.3403399999999999,1.3396,1.34026,472
2026-07-15T13:45:00+02:00,1.34027,1.34146,1.34019,1.3409499999999999,1200
2026-07-15T14:00:00+02:00,1.3409200000000001,1.3412899999999999,1.34021,1.34077,877
2026-07-15T14:15:00+02:00,1.34082,1.34127,1.34052,1.34089,773
2026-07-15T14:30:00+02:00,1.3409,1.34218,1.3409,1.34211,1216
2026-07-15T14:45:00+02:00,1.34209,1.34299,1.34198,1.34275,771
2026-07-15T15:00:00+02:00,1.3427799999999999,1.34361,1.34253,1.34266,1080
2026-07-15T15:15:00+02:00,1.34263,1.34325,1.34215,1.3424,875
2026-07-15T15:30:00+02:00,1.34236,1.34327,1.34231,1.343,879
2026-07-15T15:45:00+02:00,1.34298,1.34491,1.34298,1.3441,1216
2026-07-15T16:00:00+02:00,1.3441,1.34443,1.3437299999999999,1.34423,987
2026-07-15T16:15:00+02:00,1.34423,1.3447,1.34402,1.34447,859
2026-07-15T16:30:00+02:00,1.34443,1.34663,1.34443,1.34659,1279
2026-07-15T16:45:00+02:00,1.34662,1.34821,1.34646,1.34778,1903
2026-07-15T17:00:00+02:00,1.34779,1.34813,1.3473,1.3473,1120
2026-07-15T17:15:00+02:00,1.34728,1.34886,1.34707,1.34873,1081
2026-07-15T17:30:00+02:00,1.34874,1.3491,1.3483100000000001,1.3489499999999999,1140
2026-07-15T17:45:00+02:00,1.3489499999999999,1.34973,1.3489499999999999,1.34952,920
2026-07-15T18:00:00+02:00,1.34948,1.34998,1.34933,1.34947,863
2026-07-15T18:15:00+02:00,1.34947,1.3511199999999999,1.34942,1.3511199999999999,1019
2026-07-15T18:30:00+02:00,1.35113,1.35133,1.35062,1.35087,862
2026-07-15T18:45:00+02:00,1.3508499999999999,1.3528,1.3507500000000001,1.35256,1532
2026-07-15T19:00:00+02:00,1.35257,1.35413,1.35253,1.3532899999999999,1254
2026-07-15T19:15:00+02:00,1.3533,1.35358,1.35289,1.3532,994
2026-07-15T19:30:00+02:00,1.35317,1.3544399999999999,1.35317,1.35435,1139
2026-07-15T19:45:00+02:00,1.35436,1.35484,1.35385,1.35469,881
2026-07-15T20:00:00+02:00,1.35469,1.35538,1.35468,1.35506,719
2026-07-15T20:15:00+02:00,1.35507,1.35578,1.35492,1.35535,672
2026-07-15T20:30:00+02:00,1.35537,1.35557,1.3544,1.35446,755
2026-07-15T20:45:00+02:00,1.35443,1.35449,1.35355,1.35359,834
2026-07-15T21:00:00+02:00,1.35358,1.35445,1.3535300000000001,1.35416,759
2026-07-15T21:15:00+02:00,1.3541699999999999,1.35427,1.35349,1.35368,628
2026-07-15T21:30:00+02:00,1.35368,1.35373,1.35273,1.35296,1006
2026-07-15T21:45:00+02:00,1.3529499999999999,1.3535,1.35283,1.35346,658
2026-07-15T22:00:00+02:00,1.35346,1.35366,1.35328,1.35346,365
2026-07-15T22:15:00+02:00,1.35345,1.35391,1.35343,1.35381,217
2026-07-15T22:30:00+02:00,1.35381,1.35381,1.35351,1.35355,260
2026-07-15T22:45:00+02:00,1.3535300000000001,1.35392,1.35342,1.35389,255
2026-07-15T23:00:00+02:00,1.35386,1.35386,1.35338,1.35338,50
2026-07-15T23:15:00+02:00,1.35336,1.35348,1.35316,1.3532199999999999,413
2026-07-15T23:30:00+02:00,1.35321,1.35346,1.35318,1.3532600000000001,386
2026-07-15T23:45:00+02:00,1.35328,1.35346,1.35316,1.35334,383
